block,trial,eyelink_timestamp,psychopy_timestamp,cpu,ram,pupil_baseline_min,pupil_baseline_mean,pupil_baseline_max,old_pupil_sample,pupil_velocity,new_pupil_sample,cue_no
1,1,13278536074.922192,0.2612705212959554,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1764.0,0.0,1764.0,
1,1,13278538162.883747,0.2633583518618252,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1761.0,-0.003,1761.0,
1,1,13278540184.626072,0.26537976154941134,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1761.0,-0.003,1761.0,
1,1,13278542233.09355,0.2674302303639706,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1761.0,0.0,1761.0,
1,1,13278544261.53168,0.2694588356243912,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1761.0,0.0,1761.0,
1,1,13278546307.221046,0.27150542990420945,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1762.0,0.001,1762.0,
1,1,13278548347.916626,0.2735467658494599,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1762.0,0.001,1762.0,
1,1,13278550394.638294,0.2755930833518505,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1762.0,0.0,1762.0,
1,1,13278552441.485529,0.2776402311283164,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1762.0,0.0,1762.0,
1,1,13278554476.455818,0.27967547849402763,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1761.0,-0.001,1761.0,
1,1,13278556516.426702,0.28171570744598284,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1760.0,-0.002,1760.0,
1,1,13278558551.478168,0.28376257844502106,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1759.0,-0.002,1759.0,
1,1,13278560641.768604,0.28583933887421153,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1759.0,-0.001,1759.0,
1,1,13278562742.173233,0.2879423909180332,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1759.0,0.0,1759.0,
1,1,13278564805.809769,0.29000669743982144,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1759.0,0.0,1759.0,
1,1,13278566838.693573,0.292040284286486,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1759.0,0.0,1759.0,
1,1,13278568880.739702,0.29408300400245935,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1757.0,-0.002,1757.0,
1,1,13278570912.944908,0.29611659082002006,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1757.0,-0.002,1757.0,
1,1,13278572947.16601,0.2981518381857313,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1757.0,0.0,1757.0,
1,1,13278574979.74269,0.300184041261673,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1758.0,0.001,1758.0,
1,1,13278577042.587835,0.3022483477834612,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1759.0,0.002,1759.0,
1,1,13278579075.256079,0.3042816578526981,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1759.0,0.001,1759.0,
1,1,13278581125.150957,0.3063318499189336,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1756.0,-0.003,1756.0,
1,1,13278583160.007938,0.30836599026224576,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1756.0,-0.003,1756.0,
1,1,13278585194.48778,0.310401237627957,13.4,28.9,1490.7779856112843,1592.1572327044025,1693.5364797975208,1756.0,0.0,1756.0,
